digit1,digit2,feed_C,feed_I,digit3,digit4,digit5,digit6,digit7,digit8,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice2.thisRepN,practice2.thisTrialN,practice2.thisN,practice2.thisIndex,two_digits.thisRepN,two_digits.thisTrialN,two_digits.thisN,two_digits.thisIndex,three_digits.thisRepN,three_digits.thisTrialN,three_digits.thisN,three_digits.thisIndex,four_digitss.thisRepN,four_digitss.thisTrialN,four_digitss.thisN,four_digitss.thisIndex,five_digits.thisRepN,five_digits.thisTrialN,five_digits.thisN,five_digits.thisIndex,six_digits.thisRepN,six_digits.thisTrialN,six_digits.thisN,six_digits.thisIndex,seven_digits.thisRepN,seven_digits.thisTrialN,seven_digits.thisN,seven_digits.thisIndex,eight_digits.thisRepN,eight_digits.thisTrialN,eight_digits.thisN,eight_digits.thisIndex,grating.started,grating.stopped,text.started,text.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,grating_13.started,grating_13.stopped,text_14.started,text_14.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,grating_22.started,grating_22.stopped,text_26.started,text_26.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,grating_20.started,grating_20.stopped,text_21.started,text_21.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,ISI_11.started,ISI_11.stopped,grating_21.started,grating_21.stopped,text_25.started,text_25.stopped,ISI_2.started,ISI_2.stopped,grating_3.started,grating_3.stopped,text_3.started,text_3.stopped,ISI.started,ISI.stopped,grating_2.started,grating_2.stopped,text_2.started,text_2.stopped,ISI_3.started,ISI_3.stopped,grating_4.started,grating_4.stopped,text_4.started,text_4.stopped,grating_11.started,grating_11.stopped,response,print_response.started,print_response.stopped,text_11.started,text_11.stopped,text_13.started,text_13.stopped,grating_14.started,grating_14.stopped,text_15.started,text_15.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_16.started,text_16.stopped,grating_15.started,grating_15.stopped,text_17.started,text_17.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,grating_16.started,grating_16.stopped,print_response_2.started,print_response_2.stopped,text_18.started,text_18.stopped,text_19.started,text_19.stopped,grating_19.started,grating_19.stopped,text_23.started,text_23.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_24.started,text_24.stopped,grating_18.started,grating_18.stopped,text_22.started,text_22.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,grating_12.started,grating_12.stopped,text_12.started,text_12.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI_4.started,ISI_4.stopped,grating_5.started,grating_5.stopped,text_5.started,text_5.stopped,ISI_5.started,ISI_5.stopped,grating_6.started,grating_6.stopped,text_6.started,text_6.stopped,ISI_6.started,ISI_6.stopped,grating_7.started,grating_7.stopped,text_7.started,text_7.stopped,ISI_7.started,ISI_7.stopped,grating_8.started,grating_8.stopped,text_8.started,text_8.stopped,ISI_8.started,ISI_8.stopped,grating_9.started,grating_9.stopped,text_9.started,text_9.stopped,ISI_9.started,ISI_9.stopped,grating_10.started,grating_10.stopped,text_10.started,text_10.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4,6,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005005561555663007,None,143.25776052077345,None,143.25776052077345,143.7565686669459,0.0016978143794403877,None,144.2672366567549,None,144.2672366567549,None,0.008077247266555787,None,147.26779569906284,None,147.26779569906284,None,0.007113917621609289,None,146.27758615602215,None,146.27758615602215,None,148.27800888566162,None,64,148.27800888566162,None,148.27800888566162,None,148.27800888566162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.02839440996286,None,151.02839440996286,None,space,4.167264304171113,151.02839440996286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
5,7,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005150854824023554,None,155.20993145236935,None,155.20993145236935,155.70877776608904,0.0047237952530849725,None,156.22050578735616,None,156.22050578735616,None,0.008101302444629255,None,159.22001858984186,None,159.22001858984186,None,0.0014726579229318304,None,158.2298144993074,None,158.2298144993074,None,160.23004446679624,None,75,160.23004446679624,None,160.23004446679624,None,160.23004446679624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.44063823836586,None,163.44063823836586,None,space,6.090756974719625,163.44063823836586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
6,2,,,9,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006055650210328167,None,169.56185772677964,None,169.56185772677964,170.0613711707374,0.0005001873087167041,None,170.5620867320631,None,170.5620867320631,None,0.007030045235296711,None,175.55298649831093,None,175.55298649831093,None,0.009861660282695084,None,172.56242927778112,None,172.56242927778112,None,176.5631884591603,None,926,176.5631884591603,None,176.5631884591603,None,176.5631884591603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.9841716936644,None,181.9841716936644,None,space,5.2269721396151,181.9841716936644,None,0.0014874117641738849,None,174.562748089058,None,174.562748089058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
4,7,,,5,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039413605354639,None,187.23509829907562,None,187.23509829907562,187.7345947440408,0.0019184805350960232,None,188.24517004123481,None,188.24517004123481,None,0.008080133886323893,None,193.23621894957796,None,193.23621894957796,None,0.0012766884174197912,None,190.24567391700475,None,190.24567391700475,None,194.24627529642385,None,574,194.24627529642385,None,194.24627529642385,None,194.24627529642385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.97712513054103,None,198.97712513054103,None,space,1.4657996325659042,198.97712513054103,None,0.0015547662624157965,None,192.24603474465584,None,192.24603474465584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
8,2,,,7,9,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007820017242920585,None,200.47723129405313,None,200.47723129405313,200.97703468307554,0.007834289983293274,None,201.4776152146751,None,201.4776152146751,None,0.007044799080176745,None,206.46862659694307,None,206.46862659694307,None,0.00044277561937633436,None,203.47807611186363,None,203.47807611186363,None,208.47900303800998,None,9728,208.47900303800998,None,208.47900303800998,None,208.47900303800998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.750435238333,None,215.750435238333,None,space,0.844454095025867,215.750435238333,None,0.0014845251444057794,None,205.47845265556316,None,205.47845265556316,None,0.0026462298155820463,None,207.4787862206831,None,207.4787862206831,None,,,,,,,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
4,9,,,6,8,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004863475645834114,None,216.61132960339273,None,216.61132960339273,217.10994049711553,0.00013326568114280235,None,217.62066237052022,None,217.62066237052022,None,0.00807532285216439,None,222.6215713354668,None,222.6215713354668,None,0.0014662432095065014,None,219.6310365664358,None,219.6310365664358,None,224.63183616051174,None,8694,224.63183616051174,None,224.63183616051174,None,224.63183616051174,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.41360246479053,None,234.41360246479053,None,space,1.9807420669239946,234.41360246479053,None,0.0014707335103594232,None,221.631402525858,None,221.631402525858,None,0.001496713101005298,None,223.631745071576,None,223.631745071576,None,,,,,,,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
6,5,,,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004167158462223597,None,236.4338752055919,None,236.4338752055919,236.9335916752425,0.0004180789728707168,None,237.42431054655935,None,237.42431054655935,None,0.006936711150046904,None,246.41591528985555,None,246.41591528985555,None,0.0007054581510601565,None,239.4245045916523,None,239.4245045916523,None,247.42610410054294,None,34856,247.42610410054294,None,247.42610410054294,None,247.42610410054294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.6383823759588,None,261.6383823759588,None,space,0.9076104806172225,261.6383823759588,None,0.001528465936644352,None,241.42500942962943,None,241.42500942962943,None,0.0015358428554463899,None,243.42538501112358,None,243.42538501112358,None,0.0021506931734620593,None,245.4256919551808,None,245.4256919551808,None,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
1,5,,,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035189516293030465,None,262.56887606516466,None,262.56887606516466,263.0683494171608,0.001552521111079841,None,263.5790562159873,None,263.5790562159873,None,0.00843198093934916,None,272.57066897767436,None,272.57066897767436,None,0.0015595772947563091,None,265.5794484757371,None,265.5794484757371,None,273.58088729604424,None,64851,273.58088729604424,None,273.58088729604424,None,273.58088729604424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.5735437316707,None,289.5735437316707,None,space,0.8280042029200558,289.5735437316707,None,0.0015550869939033873,None,267.57977947496875,None,267.57977947496875,None,0.0010310048783139791,None,269.58015666014217,None,269.58015666014217,None,0.0014537345177814132,None,271.5805197329428,None,271.5805197329428,None,,,,,,,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
5,3,,,7,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005053351174865384,None,290.43442302215226,None,290.43442302215226,290.93344477829487,0.00040204218748840503,None,291.43415071755044,None,291.43415071755044,None,0.007049930849461816,None,302.4261422680902,None,302.4261422680902,None,0.0005184692454349715,None,293.43446792514806,None,293.43446792514806,None,303.43631055169135,None,81451,303.43631055169135,None,303.43631055169135,None,303.43631055169135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.7576665452161,None,310.7576665452161,None,space,1.2995677765829896,310.7576665452161,None,0.0021843704216735205,None,295.43486114710504,None,295.43486114710504,None,0.007932114369396004,None,297.43510907579366,None,297.43510907579366,None,0.0015881227718637092,None,299.4355850475604,None,299.4355850475604,None,0.0023655860877624946,None,301.4358127698997,None,301.4358127698997,None,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
7,2,,,4,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003712996724061668,None,312.07788905880807,None,312.07788905880807,312.5773871074525,0.0014636773248639656,None,313.0880967929006,None,313.0880967929006,None,0.008044852960665594,None,324.08008738123317,None,324.08008738123317,None,0.002881008342228597,None,315.08842618845483,None,315.08842618845483,None,325.09027522971155,None,65827,325.09027522971155,None,325.09027522971155,None,325.09027522971155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.4122640347523,None,337.4122640347523,None,space,0.9807388595654629,337.4122640347523,None,0.0014858080867270473,None,317.08881267496145,None,317.08881267496145,None,0.0014518101033900166,None,319.0891921052844,None,319.0891921052844,None,0.0030115477657091105,None,321.0895237459881,None,321.0895237459881,None,0.0010787944975163555,None,323.0895125202387,None,323.0895125202387,None,,,,,,,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
8,1,,,4,9,3,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060944592278247,None,338.42234443677626,None,338.42234443677626,338.9221962568863,0.00048286758101312444,None,339.42289898878516,None,339.42289898878516,None,0.00700791447343363,None,352.41527093185323,None,352.41527093185323,None,0.0012744432660838356,None,341.4231417857027,None,341.4231417857027,None,353.42541740542947,None,269481,353.42541740542947,None,353.42541740542947,None,353.42541740542947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1877166569593,None,367.1877166569593,None,space,0.964631192444358,367.1877166569593,None,0.0005935213957855012,None,343.42361102201903,None,343.42361102201903,None,0.001527824462755234,None,345.42400488544627,None,345.42400488544627,None,0.0022267075328272767,None,347.4243172820097,None,347.4243172820097,None,0.0015666334802517667,None,349.42471627720806,None,349.42471627720806,None,0.0015406538896058919,None,351.42509731120845,None,351.42509731120845,None,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
4,7,,,3,9,6,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033771864545997232,None,368.17815873337713,None,368.17815873337713,368.677630481694,0.0013911910573369823,None,369.18833984640696,None,369.18833984640696,None,0.008056078711888404,None,382.18072654331627,None,382.18072654331627,None,0.0014768274886591826,None,371.1887083717156,None,371.1887083717156,None,383.19089386471205,None,829641,383.19089386471205,None,383.19089386471205,None,383.19089386471205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.4339018266546,None,401.4339018266546,None,space,3.0617794672707532,401.4339018266546,None,0.007912870225482038,None,373.189056690675,None,373.189056690675,None,0.0015554077308479464,None,375.1894544029328,None,375.1894544029328,None,0.0010945105423161294,None,377.189806570721,None,377.189806570721,None,0.001534239176180563,None,379.1900099171489,None,379.1900099171489,None,0.0014854873516014777,None,381.19047498389955,None,381.19047498389955,None,,,,,,,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
9,4,,,3,7,6,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007901804843641003,None,404.53441878844023,None,404.53441878844023,405.0342696463449,0.00163366723973013,None,405.534783144185,None,405.534783144185,None,0.0074684909250208875,None,420.5275784583646,None,420.5275784583646,None,0.0004998665754101239,None,407.53528124671357,None,407.53528124671357,None,421.5378747155082,None,81274926,421.5378747155082,None,421.5378747155082,None,421.5378747155082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0728656964202,None,450.0728656964202,None,space,1.1181401050471322,450.0728656964202,None,0.0015368050626420882,None,409.53569499575497,None,409.53569499575497,None,0.0014758652814634843,None,411.5360715394545,None,411.5360715394545,None,0.0015345599094871432,None,413.53644583800633,None,413.53644583800633,None,0.0015416160968015902,None,415.53679672285216,None,415.53679672285216,None,0.003022132046680781,None,417.53702925622747,None,417.53702925622747,None,0.0015281451960618142,None,419.53738880093624,None,419.53738880093624,None,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
7,2,,,8,1,5,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004318545707064914,None,451.21312469690565,None,451.21312469690565,451.7127641899897,0.0013963228284410434,None,452.2235008172356,None,452.2235008172356,None,0.008019835579034407,None,467.21624321002673,None,467.21624321002673,None,0.002377453307417454,None,454.2237266151624,None,454.2237266151624,None,468.22639257022274,None,34651827,468.22639257022274,None,468.22639257022274,None,468.22639257022274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.1325257422468,None,502.1325257422468,None,space,1.0656254089390131,502.1325257422468,None,0.0030574129723390797,None,456.2240633876372,None,456.2240633876372,None,0.0014662432095065014,None,458.2245852246051,None,458.2245852246051,None,0.0022940620274312096,None,460.22491269574493,None,460.22491269574493,None,0.0015313525564124575,None,462.22530431402447,None,462.22530431402447,None,0.0014809970525675453,None,464.22567123565386,None,464.22567123565386,None,0.002958626379040652,None,466.2258919018095,None,466.2258919018095,None,NENA_031,001,2021_Feb_28_1331,Backward Digit Span2,3.2.4,99.98242677401286,
